director_name,actor_1_name,actor_2_name,actor_3_name,genres,movie_title,comb
Anna Gutto,Juliette Binoche,Frank Grillo,Hala Finley,Thriller Crime Drama,paradise highway,Juliette Binoche Frank Grillo Hala Finley Anna Gutto Thriller Crime Drama
Andrew Semans,Rebecca Hall,Grace Kaufman,Michael Esper,Drama Horror Thriller,resurrection,Rebecca Hall Grace Kaufman Michael Esper Andrew Semans Drama Horror Thriller
Oran Zegman,Angourie Rice,Gaten Matarazzo,Christopher Mintz-Plasse,Comedy,honor society,Angourie Rice Gaten Matarazzo Christopher Mintz-Plasse Oran Zegman Comedy
Spider One,John Ennis,Bryce Johnson,Edward Hong,Horror,allegoria,John Ennis Bryce Johnson Edward Hong Spider One Horror
David Leitch,Brad Pitt,Joey King,Aaron Taylor-Johnson,Action Comedy Thriller,bullet train,Brad Pitt Joey King Aaron Taylor-Johnson David Leitch Action Comedy Thriller
Peggy Holmes,Eva Noblezada,Simon Pegg,Jane Fonda,Animation Adventure Comedy Fantasy,luck,Eva Noblezada Simon Pegg Jane Fonda Peggy Holmes Animation Adventure Comedy Fantasy
Dan Trachtenberg,Amber Midthunder,Dakota Beavers,Michelle Thrush,Thriller Action Science Fiction,prey,Amber Midthunder Dakota Beavers Michelle Thrush Dan Trachtenberg Thriller Action Science Fiction
Jay Chandrasekhar,Jo Koy,Jimmy O. Yang,Tia Carrere,Comedy,easter sunday,Jo Koy Jimmy O. Yang Tia Carrere Jay Chandrasekhar Comedy
"Ant Ward, Andy Suriano",Ben Schwartz,Omar Benson Miller,Brandon Mychal Smith,Animation Action Comedy Family Science Fiction,rise of the teenage mutant ninja turtles: the movie,"Ben Schwartz Omar Benson Miller Brandon Mychal Smith Ant Ward, Andy Suriano Animation Action Comedy Family Science Fiction"
Halina Reijn,Amandla Stenberg,Maria Bakalova,Myha'la Herrold,Horror Mystery Comedy,bodies bodies bodies,Amandla Stenberg Maria Bakalova Myha'la Herrold Halina Reijn Horror Mystery Comedy
John Logan,Kevin Bacon,Carrie Preston,Anna Chlumsky,Horror Thriller,they/them,Kevin Bacon Carrie Preston Anna Chlumsky John Logan Horror Thriller
"Henry Joost, Ariel Schulman (directors/screenplay); Christopher Yost, Josh Koenigsberg (screenplay); Owen Wilson, Walker Scobell, Jesse Williams, Keith L. Williams, Momona Tamada, Charles Melton, Michael Peña",Owen Wilson,Walker Scobell,Jesse Williams,Family Action Adventure Comedy Science Fiction,secret headquarters,"Owen Wilson Walker Scobell Jesse Williams Henry Joost, Ariel Schulman (directors/screenplay); Christopher Yost, Josh Koenigsberg (screenplay); Owen Wilson, Walker Scobell, Jesse Williams, Keith L. Williams, Momona Tamada, Charles Melton, Michael Peña Family Action Adventure Comedy Science Fiction"
J. J. Perry,Jamie Foxx,Dave Franco,Natasha Liu Bordizzo,Action Fantasy Horror Comedy,day shift,Jamie Foxx Dave Franco Natasha Liu Bordizzo J. J. Perry Action Fantasy Horror Comedy
Katie Aselton,Diane Keaton,Taylour Paige,Elizabeth Lail,Comedy Fantasy,mack & rita,Diane Keaton Taylour Paige Elizabeth Lail Katie Aselton Comedy Fantasy
Scott Mann,Grace Caroline Currey,Virginia Gardner,Mason Gooding,Thriller,fall,Grace Caroline Currey Virginia Gardner Mason Gooding Scott Mann Thriller
John Patton Ford,Aubrey Plaza,Theo Rossi,Megalyn Echikunwoke,Crime Drama Mystery Thriller,emily the criminal,Aubrey Plaza Theo Rossi Megalyn Echikunwoke John Patton Ford Crime Drama Mystery Thriller
James Ponsoldt,Lia Barnett,Lake Bell,Sarah Cooper,Drama,summering,Lia Barnett Lake Bell Sarah Cooper James Ponsoldt Drama
Baltasar Kormákur,Idris Elba,Iyana Halley,Leah Sava Jeffries,Thriller Adventure Horror,beast,Idris Elba Iyana Halley Leah Sava Jeffries Baltasar Kormákur Thriller Adventure Horror
William Brent Bell,Isabelle Fuhrman,Rossif Sutherland,Hiro Kanagawa,Horror Thriller,orphan: first kill,Isabelle Fuhrman Rossif Sutherland Hiro Kanagawa William Brent Bell Horror Thriller
Jeff Baena,Alison Brie,Alessandro Nivola,Molly Shannon,Comedy,spin me round,Alison Brie Alessandro Nivola Molly Shannon Jeff Baena Comedy
Robert Budreau,Stephan James,Marisa Tomei,Paul Walter Hauser,Mystery Thriller Crime Drama,delia's gone,Stephan James Marisa Tomei Paul Walter Hauser Robert Budreau Mystery Thriller Crime Drama
Julius Avery,Sylvester Stallone,Javon Walton,Pilou Asbæk,Action Drama Science Fiction,samaritan,Sylvester Stallone Javon Walton Pilou Asbæk Julius Avery Action Drama Science Fiction
John Hamburg,Kevin Hart,Mark Wahlberg,Regina Hall,Comedy,me time,Kevin Hart Mark Wahlberg Regina Hall John Hamburg Comedy
Jessica M. Thompson,Nathalie Emmanuel,Thomas Doherty,Stephanie Corneliussen,Horror Thriller,the invitation,Nathalie Emmanuel Thomas Doherty Stephanie Corneliussen Jessica M. Thompson Horror Thriller
Abi Damaris Corbin,John Boyega,Nicole Beharie,Selenis Leyva,Adventure Fantasy Drama Romance,breaking,John Boyega Nicole Beharie Selenis Leyva Abi Damaris Corbin Adventure Fantasy Drama Romance
Owen Kline,Daniel Zolghadri,Matthew Maher,Miles Emanuel,Comedy,funny pages,Daniel Zolghadri Matthew Maher Miles Emanuel Owen Kline Comedy
Adamma Ebo,Regina Hall,Sterling K. Brown,Austin Crute,Comedy,honk for jesus. save your soul.,Regina Hall Sterling K. Brown Austin Crute Adamma Ebo Comedy
Nick Hamm,Marcia Gay Harden,Charlie Rowe,Josephine Langford,Drama,gigi & nate,Marcia Gay Harden Charlie Rowe Josephine Langford Nick Hamm Drama
Castille Landon,Hero Fiennes-Tiffin,Josephine Langford,Louise Lombard,Romance Drama,after ever happy,Hero Fiennes-Tiffin Josephine Langford Louise Lombard Castille Landon Romance Drama
Robert Zemeckis,Tom Hanks,Benjamin Evan Ainsworth,Joseph Gordon-Levitt,Fantasy Adventure Family,pinocchio,Tom Hanks Benjamin Evan Ainsworth Joseph Gordon-Levitt Robert Zemeckis Fantasy Adventure Family
Zach Cregger,Georgina Campbell,Bill Skarsgård,Justin Long,Horror Thriller,barbarian,Georgina Campbell Bill Skarsgård Justin Long Zach Cregger Horror Thriller
Millicent Shelton,Queen Latifah,Ludacris,Beau Bridges,Thriller Drama Crime,end of the road,Queen Latifah Ludacris Beau Bridges Millicent Shelton Thriller Drama Crime
Kevin Peeples,Kirk Cameron,Alex Kendrick,Raphael Ruggero,Drama,lifemark,Kirk Cameron Alex Kendrick Raphael Ruggero Kevin Peeples Drama
Kevin Smith,Brian O'Halloran,Jeff Anderson,Trevor Fehrman,Comedy,clerks iii,Brian O'Halloran Jeff Anderson Trevor Fehrman Kevin Smith Comedy
Gina Prince-Bythewood,Viola Davis,Thuso Mbedu,Lashana Lynch,Action Drama History,the woman king,Viola Davis Thuso Mbedu Lashana Lynch Gina Prince-Bythewood Action Drama History
Tom George,Saoirse Ronan,Sam Rockwell,Adrien Brody,Mystery Thriller Comedy,see how they run,Saoirse Ronan Sam Rockwell Adrien Brody Tom George Mystery Thriller Comedy
Andrew Dominik,Ana de Armas,Adrien Brody,Bobby Cannavale,Drama,blonde,Ana de Armas Adrien Brody Bobby Cannavale Andrew Dominik Drama
Ti West,Mia Goth,David Corenswet,Tandi Wright,Horror,pearl,Mia Goth David Corenswet Tandi Wright Ti West Horror
Jennifer Kaytin Robinson,Camila Mendes,Maya Hawke,Austin Abrams,Comedy,do revenge,Camila Mendes Maya Hawke Austin Abrams Jennifer Kaytin Robinson Comedy
Agnieszka Smoczyńska,Letitia Wright,Tamara Lawrance,Nadine Marshall,Drama,the silent twins,Letitia Wright Tamara Lawrance Nadine Marshall Agnieszka Smoczyńska Drama
Greg Mottola,Jon Hamm,Marcia Gay Harden,Kyle MacLachlan,Crime Comedy Mystery,"confess, fletch",Jon Hamm Marcia Gay Harden Kyle MacLachlan Greg Mottola Crime Comedy Mystery
Julian Higgins,Thandiwe Newton,Jeremy Bobb,Joris Jarsky,Thriller Western,god's country,Thandiwe Newton Jeremy Bobb Joris Jarsky Julian Higgins Thriller Western
Matt Sobel,Naomi Watts,Cameron Crovetti,Nicholas Crovetti,Horror Drama Thriller,goodnight mommy,Naomi Watts Cameron Crovetti Nicholas Crovetti Matt Sobel Horror Drama Thriller
"Marty Roberts, Jimmy Womble (directors/screenplay); Brett Varvel, Gigi Orsillo, Todd Terry, Cameron Arnett",Brett Varvel,Gigi Orsillo,Todd Terry,Drama,running the bases,"Brett Varvel Gigi Orsillo Todd Terry Marty Roberts, Jimmy Womble (directors/screenplay); Brett Varvel, Gigi Orsillo, Todd Terry, Cameron Arnett Drama"
Timo Vuorensola,Sydney Craven,Imran Adams,Jarreau Benjamin,Horror Thriller Mystery,jeepers creepers: reborn,Sydney Craven Imran Adams Jarreau Benjamin Timo Vuorensola Horror Thriller Mystery
Olivia Wilde,Florence Pugh,Harry Styles,Olivia Wilde,Thriller Mystery Science Fiction,don't worry darling,Florence Pugh Harry Styles Olivia Wilde Olivia Wilde Thriller Mystery Science Fiction
Lena Dunham,Bella Ramsey,Billie Piper,Andrew Scott,Adventure Comedy,catherine called birdy,Bella Ramsey Billie Piper Andrew Scott Lena Dunham Adventure Comedy
Anna Foerster,Allison Janney,Jurnee Smollett,Logan Marshall-Green,Action Thriller Drama,lou,Allison Janney Jurnee Smollett Logan Marshall-Green Anna Foerster Action Thriller Drama
Sanaa Lathan,Jamila C. Gray,Da'Vine Joy Randolph,Lil Yachty,Drama,on the come up,Jamila C. Gray Da'Vine Joy Randolph Lil Yachty Sanaa Lathan Drama
Tyler Perry,Joshua Boone,Amirah Vann,Solea Pfeiffer,Drama Romance,a jazzman's blues,Joshua Boone Amirah Vann Solea Pfeiffer Tyler Perry Drama Romance
Rob Zombie,Jeff Daniel Phillips,Sheri Moon Zombie,Daniel Roebuck,Comedy Fantasy,the munsters,Jeff Daniel Phillips Sheri Moon Zombie Daniel Roebuck Rob Zombie Comedy Fantasy
Parker Finn,Sosie Bacon,Jessie T. Usher,Kyle Gallner,Horror Mystery Thriller,smile,Sosie Bacon Jessie T. Usher Kyle Gallner Parker Finn Horror Mystery Thriller
Nicholas Stoller,Billy Eichner,Luke Macfarlane,Ts Madison,Comedy Romance,bros,Billy Eichner Luke Macfarlane Ts Madison Nicholas Stoller Comedy Romance
Anne Fletcher,Bette Midler,Sarah Jessica Parker,Kathy Najimy,Fantasy Comedy Family,hocus pocus 2,Bette Midler Sarah Jessica Parker Kathy Najimy Anne Fletcher Fantasy Comedy Family
Peter Farrelly,Zac Efron,Russell Crowe,Bill Murray,Drama Comedy War,the greatest beer run ever,Zac Efron Russell Crowe Bill Murray Peter Farrelly Drama Comedy War
"Maya Forbes, Wally Wolodarsky (directors/screenplay); Thomas Bezucha (screenplay); Sigourney Weaver, Kevin Kline, Morena Baccarin, Rob Delaney, Beverly D'Angelo",Sigourney Weaver,Kevin Kline,Morena Baccarin,Drama Comedy,the good house,"Sigourney Weaver Kevin Kline Morena Baccarin Maya Forbes, Wally Wolodarsky (directors/screenplay); Thomas Bezucha (screenplay); Sigourney Weaver, Kevin Kline, Morena Baccarin, Rob Delaney, Beverly D'Angelo Drama Comedy"
Mike Barker,Mila Kunis,Finn Wittrock,Scoot McNairy,Drama Thriller Mystery,luckiest girl alive,Mila Kunis Finn Wittrock Scoot McNairy Mike Barker Drama Thriller Mystery
"Saela Davis, Anna Rose Holmer",Emily Watson,Paul Mescal,Aisling Franciosi,Drama,god's creatures,"Emily Watson Paul Mescal Aisling Franciosi Saela Davis, Anna Rose Holmer Drama"
Walter Hill,Christoph Waltz,Willem Dafoe,Rachel Brosnahan,Western Thriller Action,dead for a dollar,Christoph Waltz Willem Dafoe Rachel Brosnahan Walter Hill Western Thriller Action
Damon Thomas,Elsie Fisher,Amiah Miller,Cathy Ang,Horror Comedy,my best friend's exorcism,Elsie Fisher Amiah Miller Cathy Ang Damon Thomas Horror Comedy
Sara Lohman,Mark Hapka,Megan Davis,Mellisa Marty,Crime Thriller Drama,hot take: the depp/heard trial,Mark Hapka Megan Davis Mellisa Marty Sara Lohman Crime Thriller Drama
John Lee Hancock,Jaeden Martell,Donald Sutherland,Joe Tippett,Drama Thriller Horror,mr. harrigan's phone,Jaeden Martell Donald Sutherland Joe Tippett John Lee Hancock Drama Thriller Horror
Damien Leone,Lauren LaVera,Elliot Fullam,Sarah Voigt,Horror Thriller,terrifier 2,Lauren LaVera Elliot Fullam Sarah Voigt Damien Leone Horror Thriller
"Will Speck, Josh Gordon",Javier Bardem,Constance Wu,Winslow Fegley,Comedy Family Music,"lyle, lyle, crocodile","Javier Bardem Constance Wu Winslow Fegley Will Speck, Josh Gordon Comedy Family Music"
David O. Russell,Christian Bale,Margot Robbie,John David Washington,Crime Comedy History Mystery Thriller,amsterdam,Christian Bale Margot Robbie John David Washington David O. Russell Crime Comedy History Mystery Thriller
Todd Field,Cate Blanchett,Noémie Merlant,Nina Hoss,Drama Music,tár,Cate Blanchett Noémie Merlant Nina Hoss Todd Field Drama Music
David Bruckner,Odessa A'zion,Jamie Clayton,Brandon Flynn,Horror Mystery,hellraiser,Odessa A'zion Jamie Clayton Brandon Flynn David Bruckner Horror Mystery
Ruben Östlund,Harris Dickinson,Charlbi Dean,Dolly de Leon,Comedy Drama,triangle of sadness,Harris Dickinson Charlbi Dean Dolly de Leon Ruben Östlund Comedy Drama
Jon Weinbach,Jon Weinbach (director); LeBron James,Dwyane Wade,Mike Krzyzewski,Documentary,the redeem team,Jon Weinbach (director); LeBron James Dwyane Wade Mike Krzyzewski Jon Weinbach Documentary
David Gordon Green,Jamie Lee Curtis,Andi Matichak,James Jude Courtney,Horror Thriller,halloween ends,Jamie Lee Curtis Andi Matichak James Jude Courtney David Gordon Green Horror Thriller
Chinonye Chukwu,Danielle Deadwyler,Jalyn Hall,Frankie Faison,Drama History,till,Danielle Deadwyler Jalyn Hall Frankie Faison Chinonye Chukwu Drama History
Karen Maine,Kaitlyn Dever,Isabela Merced,Kyle Allen,Comedy Romance,rosaline,Kaitlyn Dever Isabela Merced Kyle Allen Karen Maine Comedy Romance
Edward Berger,Daniel Brühl,Felix Kammerer,Albrecht Schuch,War Drama TV Movie,all quiet on the western front,Daniel Brühl Felix Kammerer Albrecht Schuch Edward Berger War Drama TV Movie
Rodrigo García,Ewan McGregor,Ethan Hawke,Maribel Verdú,Drama Comedy,raymond & ray,Ewan McGregor Ethan Hawke Maribel Verdú Rodrigo García Drama Comedy
Claire Denis,Margaret Qualley,Joe Alwyn,Benny Safdie,Drama Romance Thriller,stars at noon,Margaret Qualley Joe Alwyn Benny Safdie Claire Denis Drama Romance Thriller
Jeff Wadlow,Marlon Wayans,Priah Ferguson,Kelly Rowland,Adventure Comedy Horror Family,the curse of bridge hollow,Marlon Wayans Priah Ferguson Kelly Rowland Jeff Wadlow Adventure Comedy Horror Family
Paul Feig,Sophia Anne Caruso,Sofia Wylie,Laurence Fishburne,Fantasy Action Drama,the school for good and evil,Sophia Anne Caruso Sofia Wylie Laurence Fishburne Paul Feig Fantasy Action Drama
Tobias Lindholm,Jessica Chastain,Eddie Redmayne,Nnamdi Asomugha,Drama Crime Mystery,the good nurse,Jessica Chastain Eddie Redmayne Nnamdi Asomugha Tobias Lindholm Drama Crime Mystery
"Johannes Roberts, Vanessa & Joseph Winter, Maggie Levin, Tyler MacIntyre, Flying Lotus",Johannes Roberts,Vanessa & Joseph Winter,Maggie Levin,Horror Thriller,v/h/s/99,"Johannes Roberts Vanessa & Joseph Winter Maggie Levin Johannes Roberts, Vanessa & Joseph Winter, Maggie Levin, Tyler MacIntyre, Flying Lotus Horror Thriller"
Jaume Collet-Serra,Dwayne Johnson,Aldis Hodge,Noah Centineo,Action Fantasy Science Fiction,black adam,Dwayne Johnson Aldis Hodge Noah Centineo Jaume Collet-Serra Action Fantasy Science Fiction
Ol Parker,George Clooney,Julia Roberts,Kaitlyn Dever,Romance Comedy,ticket to paradise,George Clooney Julia Roberts Kaitlyn Dever Ol Parker Romance Comedy
Henry Selick,Keegan-Michael Key,Jordan Peele,Lyric Ross,Animation Comedy Fantasy Adventure,wendell & wild,Keegan-Michael Key Jordan Peele Lyric Ross Henry Selick Animation Comedy Fantasy Adventure
Martin McDonagh,Colin Farrell,Brendan Gleeson,Kerry Condon,Drama Comedy,the banshees of inisherin,Colin Farrell Brendan Gleeson Kerry Condon Martin McDonagh Drama Comedy
Michael Grandage,Harry Styles,Emma Corrin,David Dawson,Drama Romance,my policeman,Harry Styles Emma Corrin David Dawson Michael Grandage Drama Romance
Charlotte Wells,Paul Mescal,Francesca Corio,Celia Rowlson-Hall,Drama,aftersun,Paul Mescal Francesca Corio Celia Rowlson-Hall Charlotte Wells Drama
Edward John Drake,Bruce Willis,Lochlyn Munro,Jimmy Jean-Louis,Action Crime,detective knight: rogue,Bruce Willis Lochlyn Munro Jimmy Jean-Louis Edward John Drake Action Crime
James Gray,Anne Hathaway,Jeremy Strong,Banks Repeta,Drama,armageddon time,Anne Hathaway Jeremy Strong Banks Repeta James Gray Drama
Phyllis Nagy,Elizabeth Banks,Sigourney Weaver,Chris Messina,Drama History,call jane,Elizabeth Banks Sigourney Weaver Chris Messina Phyllis Nagy Drama History
Lila Neugebauer,Jennifer Lawrence,Brian Tyree Henry,Linda Emond,Drama,causeway,Jennifer Lawrence Brian Tyree Henry Linda Emond Lila Neugebauer Drama
Daniel Stamm,Jacqueline Byers,Colin Salmon,Christian Navarro,Horror Thriller,prey for the devil,Jacqueline Byers Colin Salmon Christian Navarro Daniel Stamm Horror Thriller
Shana Feste,Ella Balinska,Pilou Asbæk,Clark Gregg,Thriller Horror,run sweetheart run,Ella Balinska Pilou Asbæk Clark Gregg Shana Feste Thriller Horror
Sebastián Lelio,Florence Pugh,Tom Burke,Niamh Algar,Mystery Thriller Drama,the wonder,Florence Pugh Tom Burke Niamh Algar Sebastián Lelio Mystery Thriller Drama
Amy Rice,Brian Cox,Jodie Turner-Smith,Luke Kirby,Thriller,the independent,Brian Cox Jodie Turner-Smith Luke Kirby Amy Rice Thriller
Harry Bradbeer,Millie Bobby Brown,Henry Cavill,David Thewlis,Mystery Adventure Crime,enola holmes 2,Millie Bobby Brown Henry Cavill David Thewlis Harry Bradbeer Mystery Adventure Crime
Nora Twomey,Jacob Tremblay,Gaten Matarazzo,Golshifteh Farahani,Animation Adventure Family Fantasy Comedy,my father's dragon,Jacob Tremblay Gaten Matarazzo Golshifteh Farahani Nora Twomey Animation Adventure Family Fantasy Comedy
Eric Appel,Daniel Radcliffe,Evan Rachel Wood,Rainn Wilson,Comedy Music Drama,weird: the al yankovic story,Daniel Radcliffe Evan Rachel Wood Rainn Wilson Eric Appel Comedy Music Drama
Dean Craig,Toni Collette,Anna Faris,David Duchovny,Comedy Drama,the estate,Toni Collette Anna Faris David Duchovny Dean Craig Comedy Drama
Michael Mailer,Cole Hauser,Jaimie Alexander,Morgan Freeman,Thriller Crime,the minute you wake up dead,Cole Hauser Jaimie Alexander Morgan Freeman Michael Mailer Thriller Crime
Gren Wells,Sadie Sink,Theo Rossi,Kweku Collins,Drama,dear zoe,Sadie Sink Theo Rossi Kweku Collins Gren Wells Drama
"Guillermo del Toro, Mark Gustafson",Ewan McGregor,David Bradley,Gregory Mann,Fantasy Adventure Family,pinocchio,"Ewan McGregor David Bradley Gregory Mann Guillermo del Toro, Mark Gustafson Fantasy Adventure Family"
Janeen Damian,Lindsay Lohan,Chord Overstreet,George Young,Romance Comedy,falling for christmas,Lindsay Lohan Chord Overstreet George Young Janeen Damian Romance Comedy
Ryan Coogler,Letitia Wright,Lupita Nyong'o,Danai Gurira,Action Adventure Science Fiction,black panther: wakanda forever,Letitia Wright Lupita Nyong'o Danai Gurira Ryan Coogler Action Adventure Science Fiction
Steven Spielberg,Michelle Williams,Paul Dano,Seth Rogen,Drama Comedy,the fabelmans,Michelle Williams Paul Dano Seth Rogen Steven Spielberg Drama Comedy
Sean Anders,Will Ferrell,Ryan Reynolds,Octavia Spencer,Comedy,spirited,Will Ferrell Ryan Reynolds Octavia Spencer Sean Anders Comedy
Elvis Mitchell,Elvis Mitchell (director); Margaret Avery,Harry Belafonte,Charles Burnett,Documentary,is that black enough for you?!?,Elvis Mitchell (director); Margaret Avery Harry Belafonte Charles Burnett Elvis Mitchell Documentary
Russell Crowe,Russell Crowe,Liam Hemsworth,Elsa Pataky,Thriller Drama,poker face,Russell Crowe Liam Hemsworth Elsa Pataky Russell Crowe Thriller Drama
Clay Kaytis,Peter Billingsley,Erinn Hayes,Ian Petrella,Family Comedy Drama,a christmas story christmas,Peter Billingsley Erinn Hayes Ian Petrella Clay Kaytis Family Comedy Drama
Maria Schrader,Carey Mulligan,Zoe Kazan,Patricia Clarkson,Drama,she said,Carey Mulligan Zoe Kazan Patricia Clarkson Maria Schrader Drama
Mark Mylod,Ralph Fiennes,Anya Taylor-Joy,Nicholas Hoult,Comedy Horror Thriller,the menu,Ralph Fiennes Anya Taylor-Joy Nicholas Hoult Mark Mylod Comedy Horror Thriller
Adam Shankman,Amy Adams,Patrick Dempsey,Maya Rudolph,Comedy Family Fantasy,disenchanted,Amy Adams Patrick Dempsey Maya Rudolph Adam Shankman Comedy Family Fantasy
Francis Lawrence,Jason Momoa,Marlow Barkley,Chris O'Dowd,Family Fantasy Adventure Drama,slumberland,Jason Momoa Marlow Barkley Chris O'Dowd Francis Lawrence Family Fantasy Adventure Drama
Luca Guadagnino,Taylor Russell,Timothée Chalamet,Mark Rylance,Romance Drama Horror,bones and all,Taylor Russell Timothée Chalamet Mark Rylance Luca Guadagnino Romance Drama Horror
Elegance Bratton,Jeremy Pope,Raúl Castillo,McCaul Lombardi,Drama,the inspection,Jeremy Pope Raúl Castillo McCaul Lombardi Elegance Bratton Drama
Claire Scanlon,Allison Janney,Kristen Bell,Ben Platt,Comedy,the people we hate at the wedding,Allison Janney Kristen Bell Ben Platt Claire Scanlon Comedy
Don Hall,Jake Gyllenhaal,Dennis Quaid,Jaboukie Young-White,Animation Science Fiction Adventure Family,strange world,Jake Gyllenhaal Dennis Quaid Jaboukie Young-White Don Hall Animation Science Fiction Adventure Family
Rian Johnson,Daniel Craig,Edward Norton,Janelle Monáe,Comedy Crime Mystery,glass onion: a knives out mystery,Daniel Craig Edward Norton Janelle Monáe Rian Johnson Comedy Crime Mystery
J. D. Dillard,Jonathan Majors,Glen Powell,Christina Jackson,War History Drama,devotion,Jonathan Majors Glen Powell Christina Jackson J. D. Dillard War History Drama
Nikyatu Jusu,Anna Diop,Michelle Monaghan,Sinqua Walls,Fantasy Comedy Family,nanny,Anna Diop Michelle Monaghan Sinqua Walls Nikyatu Jusu Fantasy Comedy Family
Sally El Hosaini,Manal Issa,Nathalie Issa,Ahmed Malek,Drama History,the swimmers,Manal Issa Nathalie Issa Ahmed Malek Sally El Hosaini Drama History
Alex Ranarivelo,Violet McGraw,Eddie Cibrian,Christoph Sanders,Family Comedy Drama Fantasy Mystery Thriller,a christmas mystery,Violet McGraw Eddie Cibrian Christoph Sanders Alex Ranarivelo Family Comedy Drama Fantasy Mystery Thriller
Shaun Paul Piccinino,Annelise Cepero,Jeremy Sumpter,Brooke Shields,Romance Comedy,holiday harmony,Annelise Cepero Jeremy Sumpter Brooke Shields Shaun Paul Piccinino Romance Comedy
Noah Baumbach,Adam Driver,Greta Gerwig,Don Cheadle,Comedy Drama Adventure,white noise,Adam Driver Greta Gerwig Don Cheadle Noah Baumbach Comedy Drama Adventure
Florian Zeller,Hugh Jackman,Laura Dern,Vanessa Kirby,Family Animation Comedy,the son,Hugh Jackman Laura Dern Vanessa Kirby Florian Zeller Family Animation Comedy
Alex Ranarivelo,Jessika Van,Josh Swickard,Tom Williamson,Comedy Family,a hollywood christmas,Jessika Van Josh Swickard Tom Williamson Alex Ranarivelo Comedy Family
Tommy Wirkola,David Harbour,John Leguizamo,Cam Gigandet,Action Comedy,violent night,David Harbour John Leguizamo Cam Gigandet Tommy Wirkola Action Comedy
Antoine Fuqua,Will Smith,Ben Foster,Charmaine Bingwa,Thriller History Drama,emancipation,Will Smith Ben Foster Charmaine Bingwa Antoine Fuqua Thriller History Drama
Neil Jordan,Liam Neeson,Diane Kruger,Jessica Lange,Mystery Thriller,marlowe,Liam Neeson Diane Kruger Jessica Lange Neil Jordan Mystery Thriller
Michael Showalter,Jim Parsons,Ben Aldridge,Sally Field,Comedy Drama Romance,spoiler alert,Jim Parsons Ben Aldridge Sally Field Michael Showalter Comedy Drama Romance
Luke Cormican,Brady Noon,Ethan William Childress,Hunter Dillon,Family Comedy,diary of a wimpy kid: rodrick rules,Brady Noon Ethan William Childress Hunter Dillon Luke Cormican Family Comedy
Silas Howard,Riele Downs,Auliʻi Cravalho,Chosen Jacobs,Comedy Fantasy,darby and the dead,Riele Downs Auliʻi Cravalho Chosen Jacobs Silas Howard Comedy Fantasy
Laure de Clermont-Tonnerre,Emma Corrin,Jack O'Connell,Joely Richardson,Drama Romance,lady chatterley's lover,Emma Corrin Jack O'Connell Joely Richardson Laure de Clermont-Tonnerre Drama Romance
Sam Mendes,Olivia Colman,Micheal Ward,Tom Brooke,Drama Romance,empire of light,Olivia Colman Micheal Ward Tom Brooke Sam Mendes Drama Romance
Matthew Warchus,Alisha Weir,Lashana Lynch,Stephen Graham,Family Comedy Fantasy,matilda the musical,Alisha Weir Lashana Lynch Stephen Graham Matthew Warchus Family Comedy Fantasy
Darren Aronofsky,Brendan Fraser,Sadie Sink,Hong Chau,Drama,the whale,Brendan Fraser Sadie Sink Hong Chau Darren Aronofsky Drama
Amin Matalqa,Anna Camp,Rob Mayes,Carson Minniear,Drama,5000 blankets,Anna Camp Rob Mayes Carson Minniear Amin Matalqa Drama
James Cameron,Sam Worthington,Zoe Saldana,Sigourney Weaver,Science Fiction Action Adventure,avatar: the way of water,Sam Worthington Zoe Saldana Sigourney Weaver James Cameron Science Fiction Action Adventure
Joel Crawford,Antonio Banderas,Salma Hayek,Harvey Guillén,Animation Adventure Comedy Family Fantasy,puss in boots: the last wish,Antonio Banderas Salma Hayek Harvey Guillén Joel Crawford Animation Adventure Comedy Family Fantasy
Kasi Lemmons,Naomi Ackie,Stanley Tucci,Ashton Sanders,Drama History Music,i wanna dance with somebody,Naomi Ackie Stanley Tucci Ashton Sanders Kasi Lemmons Drama History Music
Damien Chazelle,Brad Pitt,Margot Robbie,Diego Calva,Drama Comedy,babylon,Brad Pitt Margot Robbie Diego Calva Damien Chazelle Drama Comedy
Sarah Polley,Rooney Mara,Claire Foy,Jessie Buckley,Drama,women talking,Rooney Mara Claire Foy Jessie Buckley Sarah Polley Drama
Scott Cooper,Christian Bale,Harry Melling,Gillian Anderson,Crime Thriller Mystery Horror,the pale blue eye,Christian Bale Harry Melling Gillian Anderson Scott Cooper Crime Thriller Mystery Horror
Marc Forster,Tom Hanks,Mariana Treviño,Rachel Keller,Drama Comedy,a man called otto,Tom Hanks Mariana Treviño Rachel Keller Marc Forster Drama Comedy
Juel Taylor,John Boyega,Teyonah Parris,Kiefer Sutherland,Science Fiction Comedy Mystery,they cloned tyrone,John Boyega Teyonah Parris Kiefer Sutherland Juel Taylor Science Fiction Comedy Mystery
Mary Nighy,Anna Kendrick,Kaniehtiio Horn,Charlie Carrick,Thriller Drama,"alice, darling",Anna Kendrick Kaniehtiio Horn Charlie Carrick Mary Nighy Thriller Drama
